Latitude	Longitude	Date	Temperature	Humidity	Wind Speed	Pressure	Rainfall	Cloud Cover	Air Pollution	Event
13.08	80.27	2014-01-17	29.786848762971	73.64163624156832	6.0460140299042395	1005.6237240464308	0.0	24.86522196228283	63.22228087369978	Normal
13.08	80.27	2014-01-18	27.34347420025263	67.84787470407072	10.109103489984332	1012.351979352253	0.0	22.785623661614597	35.0132101163784	Normal
13.08	80.27	2014-01-19	22.317859039319032	65.73663960878073	18.96525949601346	1009.3421395689164	0.0	13.50853639598007	39.21146799903685	Normal
13.08	80.27	2014-01-20	29.207111320397765	82.5670394412339	15.617263459194064	1014.1401927548852	0.0	31.19417625425065	53.87218458269541	Normal
13.08	80.27	2014-01-21	24.872864585267376	75.11332573302234	12.738061898511932	1005.834051241321	0.0	13.967325258550645	87.95893156192614	Normal
13.08	80.27	2014-01-22	25.983680736179167	57.81719987327638	15.485280341829734	1012.3775356239508	0.0	24.23259124516109	95.0036380363404	Normal
13.08	80.27	2014-01-23	24.005514678480218	52.90595800477763	8.504904559300526	1010.9808550281132	0.0	42.957711184466525	93.57611144677288	Normal
13.08	80.27	2014-01-24	22.832054983578313	84.30658963841101	13.128511117858197	1014.0697291278827	0.0	43.45275541451261	38.35835852181076	Normal
13.08	80.27	2014-01-25	27.20404436141045	53.53612976460342	10.56198400458089	1014.4886229337297	0.0	1.9851340131412043	90.71510206958622	Normal
13.08	80.27	2014-01-26	25.548858786653646	50.91794964886533	17.724480676473434	1012.2789290494678	0.0	43.37188725059719	33.58371909014346	Normal
13.08	80.27	2014-01-27	24.386563431414327	61.62720404655644	10.696807021044748	1005.0209339093961	0.0	47.3792256640818	72.28136949203454	Normal
13.08	80.27	2014-01-28	29.20642834549546	57.65740821114351	7.975555452769605	1007.3293320309	0.0	21.056738341843133	88.51334045983477	Normal
13.08	80.27	2014-01-29	27.056522963111952	84.69268457356088	15.748155067653157	1013.4085661764207	0.0	31.78817457201951	33.843631780379994	Normal
13.08	80.27	2014-01-30	24.220287459509475	89.17711802798303	10.12872476337062	1010.8837344631787	0.0	0.5599924907346121	75.84129854861499	Normal
13.08	80.27	2014-01-31	28.751003393585957	67.61022167967799	14.57990135574917	1010.4643929521651	0.0	25.697130272843623	49.332012182171326	Normal
13.08	80.27	2014-02-01	29.484935193677515	80.96083209719393	17.365140253294356	1010.351681432783	0.0	19.144528172164787	62.207652734143885	Normal
13.08	80.27	2014-02-02	27.56833963746839	63.96509220044619	17.910398912569256	1014.0186605815148	0.0	49.39304854497655	94.42043612075376	Normal
13.08	80.27	2014-02-03	28.66283178025191	72.22562377679544	18.561670328239398	1007.2514717662274	0.0	26.839233378449347	87.26403433068597	Normal
13.08	80.27	2014-02-04	28.613695347084494	89.66196772007163	7.406036098465703	1009.1877047476936	0.0	33.91451838374574	98.21672210617108	Normal
13.08	80.27	2014-02-05	25.580161369424733	74.11317685026843	19.840329763614122	1011.9460035176761	0.0	23.4962409996605	97.61564623543939	Normal
13.08	80.27	2014-02-06	26.777998111322955	57.661158439197145	14.517420068550642	1013.8532579277177	0.0	29.809067615784375	85.57133328766679	Normal
13.08	80.27	2014-02-07	23.86077436255075	65.61309928079282	9.960561172384168	1007.3142808930675	0.0	27.2130009131144	53.102779470875475	Normal
13.08	80.27	2014-02-08	29.85429222851815	71.33969600478113	12.632916373687149	1014.8150852776828	0.0	6.938045262322995	68.95401977237529	Normal
13.08	80.27	2014-02-09	28.53255596576083	85.77687039839591	11.930374624210394	1011.7904561697208	0.0	39.466003696701804	46.27566200998271	Normal
13.08	80.27	2014-02-10	22.94776142359222	65.70768208113714	5.986067891071237	1008.0040252687286	0.0	15.605866813694607	65.6526640507181	Normal
13.08	80.27	2014-02-11	25.570213482876255	54.66750380028157	5.713881271198326	1010.8174826941183	0.0	32.23675075055669	70.32934747981234	Normal
13.08	80.27	2014-02-12	22.81468041958933	67.89343756208689	15.119305194404213	1009.5455386242119	0.0	30.606221004611477	90.87494132176244	Normal
13.08	80.27	2014-02-13	27.326721114802048	55.423318575878824	11.996319770579774	1005.5806546122986	0.0	0.03861985902152143	79.20303847049095	Normal
13.08	80.27	2014-02-14	27.885872612776893	81.75822147778231	10.148827738924691	1009.0363369737494	0.0	14.266094250989358	38.39708936765214	Normal
13.08	80.27	2014-02-15	22.442548542734283	87.98170034983673	7.645657269016748	1013.979257271325	0.0	34.19521535910557	46.882221162652996	Normal
13.08	80.27	2014-02-16	26.970287855763985	80.27920694765763	19.840909753991113	1006.8290321017236	0.0	36.26216326499299	86.01522937670022	Normal
13.08	80.27	2014-02-17	22.10930531856006	89.30521501166531	19.21732507441965	1007.5994019868402	0.0	24.90130421407773	73.61329008049384	Normal
13.08	80.27	2014-02-18	22.997137589747446	89.57953841044682	16.909969864966826	1010.7213799448162	0.0	33.359227623407286	80.04905748077792	Normal
13.08	80.27	2014-02-19	22.65873540686404	58.944630650803006	13.202594888005159	1009.210929533115	0.0	41.64960290734066	41.49081053043575	Normal
13.08	80.27	2014-02-20	26.913636695346938	78.96214271581812	5.223492436694387	1008.9409366055314	0.0	31.66531763157264	79.52540576356625	Normal
13.08	80.27	2014-02-21	26.388757809471336	75.2275722758298	9.538646702028437	1010.7400649619572	0.0	29.393468075814095	75.90001466176358	Normal
13.08	80.27	2014-02-22	25.17670508384147	72.23770538015995	18.14868044020367	1005.1079281851574	0.0	36.27826472782462	89.70312565802243	Normal
13.08	80.27	2014-02-23	25.262838355664684	71.05325815110616	7.05091837107793	1006.7693412001619	0.0	45.23078071186884	41.97432558144871	Normal
13.08	80.27	2014-02-24	29.740587777968837	65.34408147966776	11.146965068502102	1008.6993566501118	0.0	29.691887993937844	42.948471416406875	Normal
13.08	80.27	2014-02-25	23.683448984367164	68.48941609798105	17.824515782250607	1012.5716957861	0.0	28.227169688180748	36.05483571338943	Normal
13.08	80.27	2014-02-26	26.502342948692753	86.47034594577997	6.008426655634961	1013.158069323285	0.0	34.86590561809012	46.52665069803106	Normal
13.08	80.27	2014-02-27	29.49174243088382	87.33368262017652	9.366601765444287	1012.4006769663309	0.0	13.46428861329041	74.0055076757011	Normal
13.08	80.27	2014-02-28	26.257353340391994	58.20625578410344	12.657544978616226	1005.3101454290844	0.0	36.00685049809634	42.91640020788917	Normal
13.08	80.27	2014-03-01	32.044286188005444	52.542043545257066	5.178475650616341	1013.7722310516629	0.0	41.80020438212073	92.4522335929238	Normal
13.08	80.27	2014-03-02	33.668796817973686	79.31372634794016	15.99407434913364	1006.1099510701629	0.0	47.676477875500545	134.65699980022345	Normal
13.08	80.27	2014-03-03	38.095460222430965	88.23019366766647	15.485567134249575	1010.9642031644496	0.0	41.691541751452235	116.22895242116547	Drought
13.08	80.27	2014-03-04	40.1339996444583	55.82888051007889	10.70124865071063	1006.4212663010917	0.0	37.61285990504328	92.99451530873367	Heatwave
13.08	80.27	2014-03-05	35.839499343321854	60.24903539178672	13.925550953816547	1014.5933781334417	0.0	37.04329694935124	54.46194520193173	Normal
13.08	80.27	2014-03-06	41.395810852812986	51.27280003366154	13.982583648535057	1009.0214037804295	0.0	35.735253130477076	126.8743976542137	Heatwave
13.08	80.27	2014-03-07	41.997173356646144	57.36417295043735	7.342841588567595	1010.3768823140806	0.0	18.843181519826853	50.476646098039026	Heatwave
13.08	80.27	2014-03-08	39.50028297308628	80.77188535498709	15.76921120187408	1006.7988920996339	0.0	1.7312879242779133	104.15967280557182	Drought
13.08	80.27	2014-03-09	35.62397673922688	87.78077711781327	8.016812082959293	1006.579200597446	0.0	36.20922690943773	83.15077258790998	Normal
13.08	80.27	2014-03-10	37.89167773727143	80.03122523569796	10.571522655380775	1012.9839964357725	0.0	9.410134993971386	77.5655899281437	Normal
13.08	80.27	2014-03-11	39.77299929695332	85.72573606145384	16.088165838565033	1005.0156411311085	0.0	39.86982943629453	90.83472650149852	Drought
13.08	80.27	2014-03-12	36.091855538109684	86.65030722640404	12.80955103000985	1009.2639462266158	0.0	12.563140837466769	94.43986970818702	Normal
13.08	80.27	2014-03-13	34.489197787086454	65.46440416599833	10.195023612245054	1012.4775208421094	0.0	9.836360603176164	70.44600818581104	Normal
13.08	80.27	2014-03-14	39.85572029197684	72.97068869007657	16.727822414130387	1014.1372164745562	0.0	32.44221305296794	88.22721677761581	Drought
13.08	80.27	2014-03-15	38.27758869088519	89.0661520628575	7.435794878877935	1008.575280243268	0.0	28.70878799762456	56.5729744197504	Drought
13.08	80.27	2014-03-16	34.67358278964813	53.55192611001877	5.995132939694028	1013.6953397024303	0.0	13.9845874972985	137.37099574373693	Normal
13.08	80.27	2014-03-17	38.33255541687386	69.89499970005525	6.027816078269666	1009.095296217124	0.0	22.68836061804807	132.05564913871308	Drought
13.08	80.27	2014-03-18	32.17968982485459	57.113878853341085	17.330442880517175	1005.4524294483688	0.0	8.481771516812813	132.00653766935864	Normal
13.08	80.27	2014-03-19	35.892913965777865	81.40202983577646	7.399277984287276	1006.0556468948599	0.0	1.9723360281222846	72.12741448923909	Normal
13.08	80.27	2014-03-20	41.53142616721195	59.138212529826944	14.707137460767605	1009.5143028576109	0.0	49.81645383224973	102.46991892893635	Heatwave
13.08	80.27	2014-03-21	33.215864328788456	51.914751342005914	6.965792430846242	1012.0371080995378	0.0	4.409745015101524	86.32762034306691	Normal
13.08	80.27	2014-03-22	39.49587110866875	54.547156175729306	16.33108699044822	1009.3415998734872	0.0	22.801942899421263	113.88523326516169	Drought
13.08	80.27	2014-03-23	36.72907195790039	77.78730687578016	18.523013284227076	1014.8793910946537	0.0	23.816171855755318	93.61907099745031	Normal
13.08	80.27	2014-03-24	34.03060350688423	87.76721569087246	10.887232049666554	1007.1089980980984	0.0	48.21207416604746	59.09237937590238	Normal
13.08	80.27	2014-03-25	41.23453710248348	61.62837852520732	5.780653460193681	1014.1897827718492	0.0	27.639096199213814	135.78627066632265	Drought
13.08	80.27	2014-03-26	35.4895831218603	51.349417287419655	9.24545865973089	1013.0509696747258	0.0	3.7140694743683755	63.595248700904676	Normal
13.08	80.27	2014-03-27	33.39900365337833	71.39905902127609	19.707481745792503	1006.4964599858862	0.0	15.325292519819433	51.6289534817691	Normal
13.08	80.27	2014-03-28	37.27551031002075	50.80220441641002	17.798629308438056	1005.2328940941239	0.0	38.39953288594503	109.0955835300412	Normal
13.08	80.27	2014-03-29	32.400925739735875	76.63756862168879	10.296887870500695	1011.7875814727759	0.0	19.731657513714673	139.87571198553894	Normal
13.08	80.27	2014-03-30	32.03443918855779	74.41633386890537	17.82301582159448	1005.0469020647599	0.0	13.461057361806972	137.83567840414509	Normal
13.08	80.27	2014-03-31	41.74338855194034	82.41146838117706	19.528079186099546	1006.7457515920406	0.0	15.458964566772849	52.96339457793996	Drought
13.08	80.27	2014-04-01	36.25417243700859	53.58163534058866	11.980307309225118	1014.286578089497	0.0	11.70479731236021	101.8892914071092	Normal
13.08	80.27	2014-04-02	34.95252668162542	70.62697108611324	11.874259209526565	1006.5834640891653	0.0	24.71488442620281	142.54824169968327	Normal
13.08	80.27	2014-04-03	39.13020171157201	60.69435201695383	11.022848044215506	1006.3371506089666	0.0	37.59180942182261	115.42027989578492	Drought
13.08	80.27	2014-04-04	37.08323259636382	67.7011087780869	17.542929662743017	1008.9701127196726	0.0	45.276746121730646	140.67140493621764	Normal
13.08	80.27	2014-04-05	32.76112267621705	87.58378288794603	17.69248510657313	1013.9582505586627	0.0	42.09748817938486	74.59878444003057	Normal
13.08	80.27	2014-04-06	41.028242576559585	61.69647219014118	17.290404247250763	1013.2266270306153	0.0	5.361041074979722	138.79943792221928	Drought
13.08	80.27	2014-04-07	37.98862737805911	83.58858433113974	14.262172999867857	1011.9433439195567	0.0	15.269548953864254	139.47592041970046	Normal
13.08	80.27	2014-04-08	33.88110292479411	64.33221451659314	5.468895425993769	1014.3047144675222	0.0	15.258654586643273	143.97643515323207	Normal
13.08	80.27	2014-04-09	36.203967598171054	50.18598013931414	13.832850678635221	1005.7305790909411	0.0	49.30013319743281	91.75157236025838	Normal
13.08	80.27	2014-04-10	34.214737762447946	80.84635375615413	5.822969597586038	1008.4998769340853	0.0	25.05689176698187	117.33228666349046	Normal
13.08	80.27	2014-04-11	40.14765328395567	55.16802499813867	17.812238523354495	1012.8872719814839	0.0	29.80625045862078	94.27050515415678	Heatwave
13.08	80.27	2014-04-12	41.38317806632823	55.86059626680424	16.39362446656987	1011.8618865853961	0.0	14.342937187756094	116.13549053567502	Heatwave
13.08	80.27	2014-04-13	34.432192215569074	58.5738576408274	16.329709396219087	1006.2372852289744	0.0	21.530731521397158	120.38082046991889	Normal
13.08	80.27	2014-04-14	39.686245141084385	74.15921789612227	16.94107733309552	1011.3156232898532	0.0	34.045257660593194	113.46713704254051	Drought
13.08	80.27	2014-04-15	41.43711202682671	80.56752687116699	13.128783638353271	1013.7174932752853	0.0	41.19035948365941	50.10190465294892	Drought
13.08	80.27	2014-04-16	34.62809728413188	64.47924747652667	10.694915777818034	1010.2342118535278	0.0	17.076181807664092	115.97925525415194	Normal
13.08	80.27	2014-04-17	35.84887119241252	86.21211703789433	7.667132867600288	1005.04519856898	0.0	27.531585674184477	66.46191815498376	Normal
13.08	80.27	2014-04-18	40.35880070526447	84.15580197641361	10.192997356104458	1008.9317016956292	0.0	18.062438308408424	66.94617251935999	Drought
13.08	80.27	2014-04-19	36.244258887254716	65.16503931206745	17.64450682248937	1012.8701306085475	0.0	25.413806426042306	109.5720895275035	Normal
13.08	80.27	2014-04-20	35.51586190753466	50.01637956759848	5.4174330810557265	1007.3042444963877	0.0	30.48178727562777	82.39613873920466	Normal
13.08	80.27	2014-04-21	38.54099921037705	55.32076084875633	19.3402672440468	1014.0021348912225	0.0	8.082233718998634	55.101910165807396	Drought
13.08	80.27	2014-04-22	40.93832379911571	78.10252109618928	8.477225276890671	1014.7288738776488	0.0	31.608570106537798	63.80316083755267	Drought
13.08	80.27	2014-04-23	33.931943297482306	83.40633545972865	8.925836016579131	1012.7170520599386	0.0	3.7472433219572165	116.93081121453194	Normal
13.08	80.27	2014-04-24	38.180636349648836	50.039562265698	6.391811024040924	1006.357047867693	0.0	9.593895368800004	99.84703708344583	Drought
13.08	80.27	2014-04-25	33.982275890305395	56.509780724388264	16.35261540189112	1008.5480675735876	0.0	5.546166168117727	79.49710856305613	Normal
13.08	80.27	2014-04-26	32.620548519938126	88.44216114947956	17.17171635724467	1005.3569939733354	0.0	44.467151753944826	98.42332844608922	Normal
13.08	80.27	2014-04-27	34.80002143080113	60.7999694281841	16.81158724752378	1009.2832514638128	0.0	27.07215342466518	63.63722732826042	Normal
13.08	80.27	2014-04-28	41.27862266165252	75.09840445109518	13.798199113064582	1007.9798651699341	0.0	6.152600486311793	90.21743045880554	Drought
13.08	80.27	2014-04-29	36.114697094778606	82.75382670489643	6.810997457567085	1013.9913134938862	0.0	42.25850905343564	90.00332706839029	Normal
13.08	80.27	2014-04-30	36.68057886221459	63.58605432272018	12.063471558067025	1013.4924673384168	0.0	5.1178960685947015	57.805853114003426	Normal
13.08	80.27	2014-05-01	41.408945931992584	83.29433662858582	13.881912396538281	1013.2932534152883	0.0	27.092509942908805	127.91354047415747	Drought
13.08	80.27	2014-05-02	39.20393480677794	60.694445022558675	8.840215759213512	1011.6041090378151	0.0	47.69167648551517	51.76782985157029	Drought
13.08	80.27	2014-05-03	40.10776148903267	64.7531609673956	17.72484735585894	1014.8186635203336	0.0	3.8584202173343627	109.28702346421332	Drought
13.08	80.27	2014-05-04	39.010994239330536	65.61224877681774	19.917816282924484	1011.3376095890195	0.0	15.538500897616164	113.97162804192928	Drought
13.08	80.27	2014-05-05	32.000363577799504	69.42024226122047	16.097094115274697	1010.2093771219435	0.0	20.09702264552044	54.65927317238236	Normal
13.08	80.27	2014-05-06	38.31733389319615	76.15315496124427	8.472480751190313	1014.1319406085975	0.0	14.710141572703956	141.8031840137955	Drought
13.08	80.27	2014-05-07	32.96115113362824	76.56803953861586	10.664412496984212	1008.4132256647318	0.0	38.02066919354546	52.75137988814398	Normal
13.08	80.27	2014-05-08	40.60378808659148	62.358847285991885	17.49908394450098	1008.0554770599622	0.0	23.10896382794359	67.61629035787573	Drought
13.08	80.27	2014-05-09	38.61416199700881	86.6562986185373	15.413046445892723	1006.2099196553885	0.0	33.380682281545404	117.88095753548058	Drought
13.08	80.27	2014-05-10	37.241876520179986	73.62928587253322	13.117034783779992	1009.1482144865037	0.0	19.873490908441894	85.21753547452559	Normal
13.08	80.27	2014-05-11	32.95849377129179	51.725676562772534	15.239298113110392	1012.6529904097362	0.0	3.959625774895242	103.00643989832747	Normal
13.08	80.27	2014-05-12	37.765314496873316	55.4554692820721	14.09934984313988	1010.6297752602854	0.0	43.08886296579934	126.00419766706452	Normal
13.08	80.27	2014-05-13	35.29966596378603	55.50490391372392	13.111798102287999	1006.1670871627906	0.0	11.3618386906624	76.58559020194876	Normal
13.08	80.27	2014-05-14	35.20287453259767	72.80766605051187	13.162641857121454	1010.3412943143546	0.0	14.81583594682167	64.53373207753525	Normal
13.08	80.27	2014-05-15	38.660498289166895	59.038535412619595	13.745610761993658	1005.4624269002512	0.0	1.3213218852676623	97.25462381858941	Drought
13.08	80.27	2014-05-16	32.655351528177356	89.93641619985311	19.32002702065687	1014.1574825120111	0.0	49.474351415257026	125.43201204803674	Normal
13.08	80.27	2014-05-17	35.32441947461451	77.7759756693932	7.650815344446463	1005.8531085752148	0.0	35.345797519408535	101.95561619770518	Normal
13.08	80.27	2014-05-18	39.10600180395359	65.63665149224681	7.925983519102358	1013.4798624827023	0.0	31.817717498345505	132.3910446224639	Drought
13.08	80.27	2014-05-19	34.30275527250699	68.13186391938265	8.167385350856252	1014.2489610510644	0.0	14.106503415130971	81.253692820138	Normal
13.08	80.27	2014-05-20	39.205021387744665	53.14899223854852	11.135188359224355	1014.979998213469	0.0	22.992886421751408	89.26025312906197	Drought
13.08	80.27	2014-05-21	36.37395639623932	88.17262493697373	10.869983133157014	1014.5055804337505	0.0	33.61029338613644	143.61436166101186	Normal
13.08	80.27	2014-05-22	35.749875973460576	88.19439504218545	15.659981889493203	1007.4283606292489	0.0	21.933677682727833	51.97966017753265	Normal
13.08	80.27	2014-05-23	36.617801724969446	83.017398046479	5.737044822468447	1008.9961731741083	0.0	30.494746231824145	103.20878241839725	Normal
13.08	80.27	2014-05-24	34.484279932159254	83.38324909603378	12.31057564948322	1007.0874573024622	0.0	38.56739564565927	123.34430962773368	Normal
13.08	80.27	2014-05-25	34.008393419066365	53.84497060966083	14.627005067491467	1009.4963483547496	0.0	46.53130618538754	103.84400922550279	Normal
13.08	80.27	2014-05-26	32.492371518129595	69.80692545305054	15.128879075969278	1005.6196801112856	0.0	18.29169417567329	87.63899107034477	Normal
13.08	80.27	2014-05-27	38.6052367022595	79.9257106678255	14.153939477133743	1005.1611371315742	0.0	45.11529935483967	102.48081860099434	Drought
13.08	80.27	2014-05-28	32.49991268709789	83.48546214040985	11.252820928360523	1012.4861651710968	0.0	31.73093131945087	84.02648899540225	Normal
13.08	80.27	2014-05-29	40.578832644312634	66.11940837435066	17.78309287900102	1006.0169376138543	0.0	48.61147384276834	74.9212482979984	Drought
13.08	80.27	2014-05-30	36.377724450200134	79.32501522915103	8.859447972658852	1006.4452060661142	0.0	28.14756883478046	149.4111020045499	Normal
13.08	80.27	2014-05-31	39.374975499484606	56.77180854560917	7.921425413220504	1012.3279810037061	0.0	15.50432037200878	53.933614068970094	Drought
13.08	80.27	2014-06-01	38.61875892054248	87.47169865908815	13.038685292950058	1011.1330620772101	0.0	1.9898650699874731	113.12659462838407	Drought
13.08	80.27	2014-06-02	41.23792603807325	77.33391603906051	15.588577833201867	1005.5255255270555	0.0	33.26084688515961	68.54842450481938	Drought
13.08	80.27	2014-06-03	36.59147351237554	89.17405975446283	18.888138762019025	1006.7250886477884	0.0	3.412065861265684	149.4415164435156	Normal
13.08	80.27	2014-06-04	34.81624798292255	87.25508143852589	9.274027199657898	1007.4589130796021	86.96843350077776	73.23192054860866	54.01549509071161	Normal
13.08	80.27	2014-06-05	34.50225798378505	92.07533708013659	12.850897754260265	1008.9319845783203	0.0	40.60076168956925	124.49444443106815	Normal
13.08	80.27	2014-06-06	39.2821479894079	76.33765948015619	11.797378383809892	1005.4132220536812	0.0	40.67519461700022	62.77078185481548	Drought
13.08	80.27	2014-06-07	35.43271126504659	82.34734289480184	10.290360997368587	1011.4320433169949	69.59283705268378	26.19176590470614	98.17803439969835	Normal
13.08	80.27	2014-06-08	33.37337355619048	90.24021068758192	11.45976182391899	1006.9588674262158	86.741832536225	19.323608154372653	100.00274206166294	Normal
13.08	80.27	2014-06-09	39.919880425820665	79.10039707018998	18.17666115939982	1012.8725941108898	0.0	40.48652623406574	100.48346309396482	Drought
13.08	80.27	2014-06-10	37.74725484122166	90.23286947003125	6.2569069457585975	1008.9769847255203	0.0	33.79352181838261	68.17490394544433	Normal
13.08	80.27	2014-06-11	32.99972863453704	87.80746939373223	13.232216424454974	1009.8542441868752	0.0	49.07938401772044	99.76093970673674	Normal
13.08	80.27	2014-06-12	38.32417250145462	75.71974926701506	5.202276263910852	1005.6932923427798	0.0	38.98886406873234	106.8849368361488	Drought
13.08	80.27	2014-06-13	32.71717646382623	84.20496394325797	12.794924614466648	1013.2596198376062	0.0	3.1766505342546605	88.42306730483133	Normal
13.08	80.27	2014-06-14	39.128536334421675	91.00434125154831	11.081271065618918	1006.8649949040946	0.0	1.5456542899173698	104.78282185003647	Drought
13.08	80.27	2014-06-15	33.836013801084995	86.8036868818634	12.776556606087224	1008.8213313153462	0.0	15.489909304003247	99.72782547158522	Normal
13.08	80.27	2014-06-16	35.83766917347564	86.02832922468401	13.371632480024982	1011.2008259941476	0.0	44.48110373510692	105.11402012598668	Normal
13.08	80.27	2014-06-17	34.998040465869444	78.96538487434462	18.01595040227878	1012.0333186778304	0.0	0.8987245268317678	65.09022919642644	Normal
13.08	80.27	2014-06-18	41.498352038102695	79.18811610238596	17.90058463121666	1014.2163039484101	0.0	32.372350526267994	109.42148835396065	Drought
13.08	80.27	2014-06-19	38.03407898872223	89.15938737663967	18.874217750426688	1014.3745663097449	25.42865919775126	85.6289796724506	125.03428750021922	Normal
13.08	80.27	2014-06-20	35.06157093891433	79.04382090365608	15.332320780643043	1013.6541782874398	158.6218026141688	53.77366676229508	106.30050028034472	Normal
13.08	80.27	2014-06-21	33.363352443549196	91.65726562143097	19.27166092979259	1008.9413196582201	0.0	47.618815697448575	136.83659867255582	Normal
13.08	80.27	2014-06-22	38.126093884212196	75.53837763142356	7.746794216923089	1008.1144533618373	169.36103562442747	32.83408759031593	101.38698579306515	Normal
13.08	80.27	2014-06-23	36.558312351216344	94.39665387644499	6.855957519760083	1006.7861985024887	40.14488006520818	10.605905418436814	105.44005526776107	Normal
13.08	80.27	2014-06-24	33.26434286817347	77.35222464184739	17.550363221949954	1005.228180774125	182.20387024252418	68.87701156660569	138.67728642602427	Normal
13.08	80.27	2014-06-25	37.644108846743805	85.55741114182706	10.551803195607768	1013.4837304949696	4.061430725270299	87.9583640589305	81.08080436969581	Normal
13.08	80.27	2014-06-26	32.75082547687626	89.89305589620467	10.115660992276329	1006.9302063924295	0.0	43.59904867566781	50.553780707780064	Normal
13.08	80.27	2014-06-27	41.64755648254814	82.80871690619475	10.759929708274331	1007.0724169025877	72.59030465200762	76.61811344370912	52.98443202301218	Normal
13.08	80.27	2014-06-28	39.14626481183933	86.58484021340334	11.743528245994714	1005.3720910679258	0.0	17.944436707612443	146.35592257636776	Drought
13.08	80.27	2014-06-29	35.13296569142647	94.12637758812615	15.880655157046409	1011.4216433919771	0.0	49.21507749240392	65.00426973881929	Normal
13.08	80.27	2014-06-30	36.48239564772546	77.27532651257718	16.499370653321797	1007.640842675921	0.0	46.77314758934032	133.80142564592225	Normal
13.08	80.27	2014-07-01	33.39518197799196	89.69504396505047	14.45958797681527	1007.3628212876375	0.0	9.678911082908199	94.00709125686666	Normal
13.08	80.27	2014-07-02	34.050650538827256	89.85281485979682	17.537017319190742	1008.3026388598462	0.0	14.156162863801258	81.64313825884713	Normal
13.08	80.27	2014-07-03	32.241873085109255	78.71067718166191	18.273096783080888	1008.7206248838445	0.0	40.936018372856644	72.89251786152886	Normal
13.08	80.27	2014-07-04	33.28995040922444	87.09600565461152	6.427660549521941	1007.72008476008	0.0	6.814365861132771	77.8608332204453	Normal
13.08	80.27	2014-07-05	31.869340844075403	90.86527803727088	14.952208907209918	1006.3013455187828	0.0	21.969336100898122	38.03424516476388	Normal
13.08	80.27	2014-07-06	33.33538161548132	91.55080897805907	12.961584058971077	1006.3134833756262	0.0	46.55411996293126	45.02067464734156	Normal
13.08	80.27	2014-07-07	31.47123236217334	90.98694911936977	7.4090269687008306	1012.1151893441541	0.0	18.907642513530188	98.31921531125144	Normal
13.08	80.27	2014-07-08	34.92005908249364	80.49909118783273	10.417032504163107	1009.605878388221	85.72951634399439	16.35214589497459	53.08259166021993	Normal
13.08	80.27	2014-07-09	32.36790950912156	80.1825473155477	14.868716595393067	1010.2603576129623	112.02972145468222	76.57731250538632	95.58852954396384	Normal
13.08	80.27	2014-07-10	31.029096409916257	81.6443334611723	16.378206409346802	1005.2078968416735	0.0	1.8528444944594546	80.90873227563877	Normal
13.08	80.27	2014-07-11	28.53972549789796	86.83789175637071	6.751410056251416	1014.2971426266317	0.0	35.54902993097501	39.441109925371535	Normal
